,negative,positive,total
stuyves,0.0,1.0,1.0
stv,4.0,0.0,4.0
styalis,0.0,1.0,1.0
stygian,0.0,1.0,1.0
style,26.0,38.0,64.0
stylis,8.0,14.0,22.0
stylish,112.0,194.0,306.0
stylist,37.0,59.0,96.0
styliz,50.0,70.0,120.0
stylus,1.0,0.0,1.0
stymi,4.0,3.0,7.0
styne,0.0,1.0,1.0
styrofoam,2.0,1.0,3.0
su,46.0,38.0,84.0
suav,21.0,35.0,56.0
suavest,0.0,1.0,1.0
sub,248.0,127.0,375.0
suba,0.0,1.0,1.0
subaltern,1.0,0.0,1.0
subatom,5.0,0.0,5.0
subcommand,0.0,1.0,1.0
subconci,0.0,3.0,3.0
subconsci,18.0,74.0,92.0
subconscius,1.0,0.0,1.0
subcontract,1.0,0.0,1.0
subcort,0.0,1.0,1.0
subcultur,0.0,1.0,1.0
subdu,38.0,68.0,106.0
suberb,0.0,1.0,1.0
subgenr,3.0,6.0,9.0
subhash,2.0,0.0,2.0
subhuman,2.0,1.0,3.0
subj,2.0,0.0,2.0
subject,481.0,467.0,948.0
subjectifi,0.0,1.0,1.0
subjug,3.0,10.0,13.0
subl,0.0,1.0,1.0
sublet,1.0,1.0,2.0
sublim,37.0,112.0,149.0
sublimin,14.0,17.0,31.0
sublymon,0.0,1.0,1.0
submachin,2.0,0.0,2.0
submarin,4.0,9.0,13.0
submerg,19.0,16.0,35.0
submers,1.0,2.0,3.0
submiss,7.0,11.0,18.0
submit,61.0,48.0,109.0
subnorm,1.0,0.0,1.0
subordin,5.0,6.0,11.0
suborn,0.0,1.0,1.0
subpaar,1.0,0.0,1.0
subpar,14.0,3.0,17.0
subplot,12.0,8.0,20.0
subscrib,9.0,13.0,22.0
subscript,1.0,0.0,1.0
subsequ,114.0,225.0,339.0
subservi,5.0,6.0,11.0
subsid,8.0,7.0,15.0
subsidi,1.0,0.0,1.0
subsiqu,0.0,1.0,1.0
subsist,2.0,1.0,3.0
subsitut,1.0,0.0,1.0
subson,1.0,0.0,1.0
subsp,1.0,0.0,1.0
subspeci,0.0,1.0,1.0
substanc,5.0,7.0,12.0
substanceless,1.0,0.0,1.0
substandard,29.0,4.0,33.0
substant,13.0,9.0,22.0
substanti,63.0,60.0,123.0
substenc,0.0,1.0,1.0
substitu,1.0,0.0,1.0
substitut,59.0,40.0,99.0
subsum,2.0,2.0,4.0
subt,42.0,90.0,132.0
subtelli,0.0,1.0,1.0
subterfug,2.0,1.0,3.0
subterranean,19.0,6.0,25.0
subtext,15.0,15.0,30.0
subtextu,0.0,1.0,1.0
subtil,0.0,1.0,1.0
subtiteld,0.0,1.0,1.0
subtititl,0.0,1.0,1.0
subtitl,46.0,60.0,106.0
subtl,173.0,618.0,791.0
subtler,2.0,3.0,5.0
subtlest,0.0,1.0,1.0
subtlet,0.0,1.0,1.0
subtleti,1.0,5.0,6.0
subtract,11.0,10.0,21.0
suburb,6.0,10.0,16.0
suburban,38.0,70.0,108.0
suburbanit,2.0,3.0,5.0
suburbia,2.0,8.0,10.0
suburbian,0.0,2.0,2.0
subvalu,0.0,1.0,1.0
subvers,20.0,36.0,56.0
subvert,11.0,16.0,27.0
subway,9.0,11.0,20.0
subzero,0.0,1.0,1.0
suc,1.0,2.0,3.0
succ,1.0,0.0,1.0
succe,0.0,1.0,1.0
succed,1.0,0.0,1.0
succee,1.0,0.0,1.0
succeed,370.0,504.0,874.0
succes,0.0,3.0,3.0
success,555.0,727.0,1282.0
successor,0.0,1.0,1.0
succinct,11.0,20.0,31.0
succo,1.0,0.0,1.0
succor,0.0,2.0,2.0
succubar,1.0,0.0,1.0
succubus,2.0,2.0,4.0
succul,1.0,3.0,4.0
succumb,35.0,33.0,68.0
suce,1.0,1.0,2.0
suceed,1.0,1.0,2.0
sucess,0.0,1.0,1.0
such,4817.0,4853.0,9670.0
suchet,0.0,4.0,4.0
suck,1065.0,244.0,1309.0
sucka,1.0,0.0,1.0
suckabl,1.0,0.0,1.0
suckd,1.0,0.0,1.0
sucker,37.0,7.0,44.0
suckerbi,0.0,1.0,1.0
suckfest,3.0,0.0,3.0
sucki,12.0,1.0,13.0
suckiest,2.0,0.0,2.0
suckl,2.0,5.0,7.0
sud,2.0,2.0,4.0
sudan,0.0,4.0,4.0
sudanes,0.0,4.0,4.0
sudden,816.0,639.0,1455.0
sudern,0.0,1.0,1.0
sudi,1.0,0.0,1.0
sudow,0.0,1.0,1.0
sudsi,2.0,0.0,2.0
sue,55.0,22.0,77.0
sueli,0.0,5.0,5.0
suen,1.0,0.0,1.0
suetonius,1.0,0.0,1.0
suez,0.0,1.0,1.0
sufer,1.0,0.0,1.0
suffer,544.0,487.0,1031.0
suffic,49.0,29.0,78.0
suffici,71.0,60.0,131.0
suffoc,18.0,17.0,35.0
suffolk,0.0,1.0,1.0
suffrag,0.0,1.0,1.0
suffus,1.0,6.0,7.0
sufi,1.0,0.0,1.0
sugar,10.0,14.0,24.0
sugarco,1.0,3.0,4.0
sugarcoat,2.0,1.0,3.0
sugari,17.0,16.0,33.0
sugartim,0.0,1.0,1.0
sugden,0.0,2.0,2.0
suge,1.0,0.0,1.0
sugerco,0.0,1.0,1.0
sugerman,0.0,1.0,1.0
sugest,0.0,1.0,1.0
sugg,1.0,0.0,1.0
suggesst,0.0,1.0,1.0
suggest,628.0,653.0,1281.0
sugimura,0.0,1.0,1.0
sugiyama,0.0,3.0,3.0
suhaag,1.0,0.0,1.0
sui,1.0,3.0,4.0
suicid,151.0,175.0,326.0
suicun,0.0,3.0,3.0
suit,151.0,145.0,296.0
suita,0.0,1.0,1.0
suitabl,117.0,176.0,293.0
suitcas,4.0,7.0,11.0
suject,1.0,0.0,1.0
sukanya,1.0,0.0,1.0
suke,0.0,1.0,1.0
suki,1.0,0.0,1.0
sukowa,0.0,4.0,4.0
sukumari,1.0,0.0,1.0
suleiman,0.0,7.0,7.0
sulevi,0.0,1.0,1.0
sulfur,2.0,2.0,4.0
sulia,1.0,0.0,1.0
sulk,17.0,3.0,20.0
sulki,5.0,2.0,7.0
sullavan,0.0,3.0,3.0
sullen,17.0,13.0,30.0
sullesteian,0.0,1.0,1.0
sulli,14.0,3.0,17.0
sullivan,10.0,46.0,56.0
sullivani,0.0,1.0,1.0
sulphur,1.0,1.0,2.0
sultan,1.0,4.0,5.0
sultri,4.0,8.0,12.0
sultrili,0.0,1.0,1.0
sulu,1.0,3.0,4.0
sum,260.0,134.0,394.0
sumamr,1.0,0.0,1.0
sumatra,2.0,1.0,3.0
sumi,0.0,1.0,1.0
sumin,3.0,0.0,3.0
sumir,0.0,1.0,1.0
sumitra,1.0,3.0,4.0
summ,0.0,1.0,1.0
summa,1.0,1.0,2.0
summar,66.0,47.0,113.0
summari,132.0,80.0,212.0
summarili,7.0,4.0,11.0
summaris,16.0,9.0,25.0
summat,1.0,0.0,1.0
summer,2.0,2.0,4.0
summerfest,2.0,0.0,2.0
summerisl,1.0,0.0,1.0
summersisl,4.0,0.0,4.0
summertim,1.0,6.0,7.0
summervill,0.0,2.0,2.0
summfield,1.0,0.0,1.0
summis,1.0,0.0,1.0
summit,0.0,1.0,1.0
summon,31.0,32.0,63.0
sumn,1.0,0.0,1.0
sumner,1.0,0.0,1.0
sumo,3.0,1.0,4.0
sumpin,1.0,0.0,1.0
sumptious,0.0,1.0,1.0
sumptous,0.0,1.0,1.0
sumptuous,9.0,44.0,53.0
sumth,0.0,1.0,1.0
sumuru,5.0,0.0,5.0
sun,16.0,18.0,34.0
sunb,1.0,0.0,1.0
sunback,0.0,1.0,1.0
sunbath,0.0,2.0,2.0
sunbow,1.0,0.0,1.0
sunburn,2.0,0.0,2.0
sunburst,1.0,0.0,1.0
sundanc,4.0,0.0,4.0
sunday,78.0,122.0,200.0
sundown,4.0,0.0,4.0
sundquist,1.0,0.0,1.0
sundrench,0.0,1.0,1.0
sundri,11.0,4.0,15.0
suneel,2.0,0.0,2.0
suneil,1.0,0.0,1.0
sunekosuri,0.0,1.0,1.0
sunflow,1.0,2.0,3.0
sung,38.0,56.0,94.0
sunglass,3.0,2.0,5.0
suni,0.0,1.0,1.0
suniel,0.0,1.0,1.0
sunil,0.0,4.0,4.0
sunitha,0.0,1.0,1.0
sunk,37.0,17.0,54.0
sunken,16.0,8.0,24.0
sunlight,10.0,8.0,18.0
sunn,1.0,0.0,1.0
sunni,54.0,69.0,123.0
sunnier,1.0,1.0,2.0
sunniest,1.0,0.0,1.0
sunnydal,1.0,0.0,1.0
sunris,1.0,2.0,3.0
sunscreen,1.0,1.0,2.0
sunset,8.0,14.0,22.0
sunshin,9.0,12.0,21.0
sunspot,1.0,0.0,1.0
suntan,2.0,2.0,4.0
sunw,0.0,2.0,2.0
sunway,0.0,1.0,1.0
sunwukong,1.0,0.0,1.0
suo,0.0,2.0,2.0
suoi,0.0,1.0,1.0
sup,5.0,4.0,9.0
supe,1.0,0.0,1.0
super,448.0,367.0,815.0
superabund,1.0,0.0,1.0
superannu,1.0,1.0,2.0
superb,118.0,798.0,916.0
superbad,2.0,0.0,2.0
superbl,26.0,212.0,238.0
superbowl,1.0,1.0,2.0
superbox,1.0,0.0,1.0
superboy,1.0,0.0,1.0
superbug,0.0,1.0,1.0
supercalifragilisticexpialidoci,0.0,1.0,1.0
supercarri,0.0,1.0,1.0
superce,0.0,1.0,1.0
supercharg,0.0,4.0,4.0
supercili,5.0,2.0,7.0
supercool,0.0,3.0,3.0
supercop,1.0,0.0,1.0
supercraptast,1.0,0.0,1.0
superdoc,1.0,0.0,1.0
superdom,1.0,0.0,1.0
superdooperub,1.0,0.0,1.0
superdup,1.0,0.0,1.0
superdupercharg,0.0,1.0,1.0
superego,0.0,1.0,1.0
superfic,1.0,0.0,1.0
superfici,139.0,97.0,236.0
superfight,0.0,1.0,1.0
superfl,1.0,1.0,2.0
superfli,2.0,0.0,2.0
superflu,58.0,24.0,82.0
superfluous,1.0,0.0,1.0
superglu,1.0,0.0,1.0
superh,3.0,1.0,4.0
superhero,27.0,24.0,51.0
superheroish,0.0,1.0,1.0
superhu,1.0,0.0,1.0
superhuman,18.0,7.0,25.0
superimpos,27.0,13.0,40.0
superintend,1.0,4.0,5.0
superior,248.0,311.0,559.0
superk,0.0,1.0,1.0
superkick,0.0,1.0,1.0
superl,8.0,43.0,51.0
superlam,1.0,0.0,1.0
superlow,1.0,0.0,1.0
superman,87.0,74.0,161.0
supermarket,1.0,1.0,2.0
supermodel,4.0,1.0,5.0
supermor,1.0,0.0,1.0
supermortalman,1.0,0.0,1.0
supernanni,0.0,3.0,3.0
supernatur,226.0,159.0,385.0
supernova,5.0,2.0,7.0
supernumerari,0.0,1.0,1.0
superpeopl,1.0,0.0,1.0
superpimp,0.0,1.0,1.0
superplex,0.0,1.0,1.0
superpos,0.0,1.0,1.0
superpow,3.0,2.0,5.0
superpowerman,1.0,0.0,1.0
supers,3.0,0.0,3.0
supersadlysofti,1.0,0.0,1.0
supersed,1.0,5.0,6.0
superslut,1.0,0.0,1.0
supersoldi,0.0,1.0,1.0
superson,4.0,1.0,5.0
superspe,1.0,0.0,1.0
superspi,0.0,1.0,1.0
superstar,10.0,11.0,21.0
superstardom,0.0,5.0,5.0
superstiti,10.0,12.0,22.0
superstrong,1.0,0.0,1.0
supertank,0.0,1.0,1.0
superteen,0.0,1.0,1.0
superthunderstingcar,0.0,1.0,1.0
supervan,1.0,0.0,1.0
supervillain,2.0,0.0,2.0
supervillaini,1.0,0.0,1.0
supervillian,1.0,0.0,1.0
supervis,11.0,12.0,23.0
supervisor,2.0,3.0,5.0
supervivient,0.0,1.0,1.0
superwoman,1.0,0.0,1.0
supin,0.0,1.0,1.0
suple,1.0,0.0,1.0
suplex,0.0,3.0,3.0
supos,1.0,0.0,1.0
suposs,1.0,0.0,1.0
supper,3.0,4.0,7.0
suppl,1.0,2.0,3.0
supplant,3.0,6.0,9.0
supplement,3.0,12.0,15.0
supplementari,3.0,0.0,3.0
suppli,53.0,72.0,125.0
support,716.0,1301.0,2017.0
suppos,3209.0,1022.0,4231.0
supposebl,1.0,0.0,1.0
supposs,2.0,0.0,2.0
supposud,1.0,0.0,1.0
supppos,1.0,0.0,1.0
suppress,28.0,52.0,80.0
suppressor,1.0,0.0,1.0
suppur,0.0,1.0,1.0
supranatur,0.0,3.0,3.0
suprem,65.0,84.0,149.0
supremaci,0.0,1.0,1.0
supremacist,3.0,0.0,3.0
supress,2.0,1.0,3.0
supris,8.0,19.0,27.0
supriz,0.0,1.0,1.0
suprs,0.0,1.0,1.0
supurb,0.0,1.0,1.0
sur,19.0,21.0,40.0
suraj,0.0,4.0,4.0
surak,1.0,0.0,1.0
surandon,0.0,2.0,2.0
surann,1.0,0.0,1.0
surcic,0.0,1.0,1.0
sure,2936.0,2584.0,5520.0
surefir,3.0,2.0,5.0
surepris,1.0,0.0,1.0
surer,1.0,1.0,2.0
suresh,1.0,0.0,1.0
surest,1.0,1.0,2.0
suret,0.0,1.0,1.0
surf,70.0,117.0,187.0
surfac,27.0,28.0,55.0
surfboard,1.0,3.0,4.0
surfer,8.0,11.0,19.0
surfrid,0.0,1.0,1.0
surg,0.0,4.0,4.0
surgeon,4.0,0.0,4.0
surgeri,6.0,1.0,7.0
surgic,18.0,10.0,28.0
surmis,12.0,11.0,23.0
surmount,1.0,5.0,6.0
surnam,1.0,1.0,2.0
surnow,0.0,1.0,1.0
surov,0.0,2.0,2.0
surp,0.0,1.0,1.0
surpas,0.0,1.0,1.0
surpass,55.0,126.0,181.0
surperb,0.0,1.0,1.0
surpirsisng,0.0,1.0,1.0
surpis,1.0,0.0,1.0
surplus,3.0,1.0,4.0
surpr,0.0,1.0,1.0
surprem,0.0,1.0,1.0
surpri,1.0,0.0,1.0
surpris,1277.0,2137.0,3414.0
surprisi,0.0,1.0,1.0
surreal,109.0,259.0,368.0
surrealist,28.0,44.0,72.0
surrend,22.0,48.0,70.0
surreptiti,0.0,3.0,3.0
surrey,1.0,0.0,1.0
surrog,6.0,10.0,16.0
surrond,0.0,1.0,1.0
surround,282.0,336.0,618.0
surrrend,0.0,1.0,1.0
surte,0.0,1.0,1.0
suru,0.0,1.0,1.0
surveil,1.0,1.0,2.0
survey,5.0,3.0,8.0
surviv,490.0,551.0,1041.0
survivalist,1.0,0.0,1.0
survivi,1.0,0.0,1.0
survivor,8.0,5.0,13.0
surya,2.0,1.0,3.0
susan,116.0,182.0,298.0
susana,0.0,1.0,1.0
susanah,0.0,1.0,1.0
susann,3.0,1.0,4.0
susanna,2.0,3.0,5.0
susannah,7.0,5.0,12.0
susbtitut,1.0,0.0,1.0
suscept,3.0,5.0,8.0
susept,0.0,1.0,1.0
susham,1.0,0.0,1.0
sushant,2.0,0.0,2.0
sushi,7.0,1.0,8.0
sushmita,7.0,0.0,7.0
susi,2.0,11.0,13.0
susmitha,1.0,0.0,1.0
suso,1.0,0.0,1.0
suspect,304.0,326.0,630.0
suspend,121.0,97.0,218.0
suspens,264.0,403.0,667.0
suspenseless,3.0,0.0,3.0
suspi,1.0,0.0,1.0
suspici,119.0,92.0,211.0
suspicion,0.0,1.0,1.0
suspiciouli,1.0,0.0,1.0
suspiria,3.0,5.0,8.0
suspis,0.0,1.0,1.0
suss,2.0,0.0,2.0
sussex,0.0,1.0,1.0
sussman,1.0,0.0,1.0
sustain,88.0,87.0,175.0
susten,1.0,0.0,1.0
sutdi,0.0,1.0,1.0
sutek,1.0,1.0,2.0
sutekh,1.0,0.0,1.0
sutherland,22.0,22.0,44.0
sutphen,0.0,1.0,1.0
suttersvill,1.0,0.0,1.0
sutton,0.0,2.0,2.0
suu,0.0,1.0,1.0
suuck,1.0,0.0,1.0
suuden,1.0,0.0,1.0
suuuper,1.0,0.0,1.0
suuuuuuuuuuuuck,1.0,0.0,1.0
suv,3.0,1.0,4.0
suwa,0.0,3.0,3.0
sux,5.0,0.0,5.0
suxz,1.0,0.0,1.0
suyin,0.0,7.0,7.0
suzann,12.0,11.0,23.0
suzanna,2.0,0.0,2.0
suze,1.0,0.0,1.0
suzett,1.0,0.0,1.0
suzhou,0.0,1.0,1.0
suzi,8.0,17.0,25.0
suzuki,1.0,2.0,3.0
suzumiya,0.0,6.0,6.0
suzzann,0.0,1.0,1.0
svale,1.0,0.0,1.0
svankmaj,1.0,0.0,1.0
svea,0.0,1.0,1.0
sven,2.0,9.0,11.0
svend,0.0,4.0,4.0
svendsen,3.0,1.0,4.0
svengali,1.0,0.0,1.0
svennberg,0.0,1.0,1.0
svenson,1.0,0.0,1.0
sver,0.0,1.0,1.0
svu,0.0,1.0,1.0
sw,1.0,4.0,5.0
swabbi,2.0,1.0,3.0
swag,0.0,1.0,1.0
swagger,3.0,7.0,10.0
swahili,1.0,0.0,1.0
swain,11.0,0.0,11.0
swal,0.0,1.0,1.0
swalk,0.0,1.0,1.0
swallow,108.0,63.0,171.0
swalv,1.0,0.0,1.0
swam,3.0,5.0,8.0
swami,0.0,1.0,1.0
swamp,20.0,8.0,28.0
swampi,5.0,2.0,7.0
swampth,1.0,0.0,1.0
swan,11.0,5.0,16.0
swanberg,1.0,0.0,1.0
swang,1.0,0.0,1.0
swank,3.0,5.0,8.0
swanki,1.0,2.0,3.0
swankiest,1.0,1.0,2.0
swann,0.0,2.0,2.0
swanni,1.0,0.0,1.0
swanson,4.0,14.0,18.0
swanstrom,0.0,1.0,1.0
swanton,1.0,0.0,1.0
swap,19.0,29.0,48.0
swarm,13.0,6.0,19.0
swaroop,0.0,1.0,1.0
swarovski,0.0,1.0,1.0
swarthi,1.0,2.0,3.0
swash,1.0,0.0,1.0
swashbuckl,8.0,17.0,25.0
swashbucklin,1.0,0.0,1.0
swastika,1.0,5.0,6.0
swat,13.0,12.0,25.0
swath,5.0,3.0,8.0
swatman,1.0,0.0,1.0
sway,38.0,26.0,64.0
swayz,12.0,2.0,14.0
swayzak,1.0,0.0,1.0
swayze,1.0,0.0,1.0
swazi,1.0,0.0,1.0
swaztika,0.0,1.0,1.0
swe,0.0,1.0,1.0
swear,175.0,91.0,266.0
sweari,1.0,0.0,1.0
sweat,12.0,23.0,35.0
sweater,1.0,2.0,3.0
sweati,8.0,2.0,10.0
sweatier,0.0,2.0,2.0
sweatili,0.0,1.0,1.0
sweatin,0.0,1.0,1.0
swede,2.0,1.0,3.0
sweden,20.0,24.0,44.0
swedi,1.0,0.0,1.0
swedish,105.0,124.0,229.0
swedlow,0.0,1.0,1.0
sweeden,1.0,1.0,2.0
sweedish,3.0,1.0,4.0
sweeeoooowww,1.0,0.0,1.0
sweek,0.0,1.0,1.0
sweeney,4.0,3.0,7.0
sweep,36.0,105.0,141.0
sweeper,1.0,0.0,1.0
sweepstak,0.0,1.0,1.0
sweet,246.0,679.0,925.0
sweeten,1.0,6.0,7.0
sweeter,2.0,2.0,4.0
sweetest,5.0,20.0,25.0
sweetheart,4.0,13.0,17.0
sweeti,1.0,5.0,6.0
sweetish,2.0,0.0,2.0
sweey,1.0,0.0,1.0
swell,26.0,29.0,55.0
swelter,2.0,8.0,10.0
swept,46.0,70.0,116.0
swerl,0.0,2.0,2.0
swerv,7.0,4.0,11.0
swich,2.0,0.0,2.0
swift,26.0,55.0,81.0
swiftian,1.0,0.0,1.0
swig,5.0,2.0,7.0
swill,13.0,2.0,15.0
swim,109.0,97.0,206.0
swimmer,3.0,5.0,8.0
swimsuit,1.0,0.0,1.0
swinburn,0.0,1.0,1.0
swindl,16.0,5.0,21.0
swindler,1.0,0.0,1.0
swine,0.0,1.0,1.0
swing,74.0,91.0,165.0
swingblad,1.0,0.0,1.0
swinger,1.0,3.0,4.0
swinghurst,1.0,0.0,1.0
swingin,1.0,1.0,2.0
swinginest,1.0,0.0,1.0
swipe,12.0,2.0,14.0
swiri,1.0,0.0,1.0
swirl,16.0,16.0,32.0
swish,3.0,5.0,8.0
swishi,1.0,0.0,1.0
swiss,37.0,40.0,77.0
switch,228.0,130.0,358.0
switchblad,1.0,3.0,4.0
switchboard,1.0,0.0,1.0
switchedand,0.0,1.0,1.0
switcheroo,1.0,0.0,1.0
swith,1.0,1.0,2.0
swithen,0.0,1.0,1.0
swithin,0.0,1.0,1.0
switz,0.0,1.0,1.0
switzerland,6.0,4.0,10.0
swivel,1.0,1.0,2.0
swng,0.0,1.0,1.0
swollen,6.0,2.0,8.0
swoon,10.0,10.0,20.0
swoop,12.0,8.0,20.0
swoosh,2.0,0.0,2.0
swoozi,1.0,0.0,1.0
swope,5.0,3.0,8.0
sword,15.0,17.0,32.0
swordfight,1.0,3.0,4.0
swordfish,11.0,6.0,17.0
swordman,1.0,0.0,1.0
swordplay,1.0,2.0,3.0
swordsman,3.0,3.0,6.0
swore,10.0,3.0,13.0
sworn,15.0,19.0,34.0
swum,1.0,0.0,1.0
swung,6.0,4.0,10.0
sxsw,1.0,0.0,1.0
sy,1.0,1.0,2.0
syaid,2.0,0.0,2.0
syberberg,7.0,1.0,8.0
sybil,14.0,7.0,21.0
sybok,8.0,0.0,8.0
sych,0.0,1.0,1.0
sycoph,1.0,1.0,2.0
sycophant,5.0,4.0,9.0
sycorax,0.0,1.0,1.0
syd,4.0,3.0,7.0
sydney,11.0,18.0,29.0
sydow,2.0,9.0,11.0
syfi,10.0,0.0,10.0
syke,7.0,8.0,15.0
sylia,0.0,11.0,11.0
syllabl,5.0,1.0,6.0
sylvain,0.0,2.0,2.0
sylvan,0.0,2.0,2.0
sylvania,0.0,1.0,1.0
sylvest,3.0,13.0,16.0
sylvestra,4.0,0.0,4.0
sylvi,2.0,1.0,3.0
sylvia,16.0,24.0,40.0
symbiopsychotaxiplasm,0.0,1.0,1.0
symbiot,0.0,5.0,5.0
symbol,90.0,154.0,244.0
symbolis,3.0,7.0,10.0
symbolist,0.0,2.0,2.0
symmetr,3.0,7.0,10.0
symmetri,0.0,1.0,1.0
symona,0.0,1.0,1.0
sympa,0.0,1.0,1.0
sympaathet,1.0,0.0,1.0
sympath,63.0,72.0,135.0
sympathet,179.0,298.0,477.0
sympathi,57.0,67.0,124.0
sympathis,12.0,28.0,40.0
symphon,5.0,6.0,11.0
symphoni,4.0,6.0,10.0
symptom,3.0,2.0,5.0
symptomat,5.0,0.0,5.0
syn,1.0,0.0,1.0
synanomess,0.0,1.0,1.0
synaps,0.0,2.0,2.0
synapt,0.0,1.0,1.0
sync,14.0,19.0,33.0
synch,12.0,4.0,16.0
synchro,0.0,1.0,1.0
synchron,12.0,35.0,47.0
synchronis,2.0,6.0,8.0
syncop,0.0,2.0,2.0
syncrhron,0.0,1.0,1.0
syncron,1.0,0.0,1.0
syndic,9.0,17.0,26.0
syndrom,22.0,23.0,45.0
synecdoch,0.0,2.0,2.0
synergi,0.0,1.0,1.0
synergist,0.0,1.0,1.0
synkron,0.0,1.0,1.0
synonamess,0.0,1.0,1.0
synonom,0.0,2.0,2.0
synonomus,0.0,1.0,1.0
synonym,10.0,14.0,24.0
synops,3.0,1.0,4.0
synopsi,6.0,1.0,7.0
synovi,1.0,0.0,1.0
syntact,1.0,0.0,1.0
syntax,0.0,1.0,1.0
synth,13.0,4.0,17.0
synthes,13.0,8.0,21.0
synthesis,1.0,0.0,1.0
synthet,6.0,11.0,17.0
synthi,1.0,0.0,1.0
sypathis,0.0,1.0,1.0
syphili,4.0,0.0,4.0
syphilis,2.0,0.0,2.0
syphilit,1.0,0.0,1.0
syrewicz,0.0,1.0,1.0
syrian,2.0,0.0,2.0
syriana,1.0,4.0,5.0
syring,2.0,1.0,3.0
syrrealist,0.0,1.0,1.0
syrup,6.0,0.0,6.0
syrupi,14.0,9.0,23.0
syruppi,1.0,0.0,1.0
system,0.0,1.0,1.0
systemat,17.0,19.0,36.0
systm,1.0,0.0,1.0
syvsoversken,0.0,1.0,1.0
szabi,0.0,1.0,1.0
szalinski,1.0,0.0,1.0
szifr,0.0,1.0,1.0
szifron,0.0,1.0,1.0
szocialist,0.0,1.0,1.0
szwarc,1.0,1.0,2.0
ta,135.0,107.0,242.0
taayla,1.0,0.0,1.0
tab,1.0,5.0,6.0
tabani,3.0,0.0,3.0
tabl,58.0,61.0,119.0
tableaux,2.0,4.0,6.0
tablecloth,0.0,1.0,1.0
tabletop,1.0,1.0,2.0
tabloid,14.0,16.0,30.0
taboo,24.0,36.0,60.0
tabooish,1.0,0.0,1.0
tabori,1.0,2.0,3.0
tabu,1.0,0.0,1.0
tac,0.0,1.0,1.0
tachiguishi,0.0,1.0,1.0
tacit,2.0,8.0,10.0
taciturn,2.0,7.0,9.0
tacitus,1.0,0.0,1.0
tack,68.0,34.0,102.0
tacki,98.0,35.0,133.0
tackier,2.0,0.0,2.0
tackiest,1.0,0.0,1.0
tackili,1.0,0.0,1.0
tackl,68.0,102.0,170.0
taco,3.0,1.0,4.0
tact,4.0,7.0,11.0
tactic,18.0,19.0,37.0
tactil,1.0,0.0,1.0
tactless,0.0,3.0,3.0
tacular,2.0,0.0,2.0
tad,60.0,103.0,163.0
tadafumi,0.0,1.0,1.0
tadanobu,3.0,6.0,9.0
tadashi,1.0,4.0,5.0
tadeusz,0.0,1.0,1.0
tadokoro,0.0,1.0,1.0
tadpol,0.0,1.0,1.0
tadzio,0.0,13.0,13.0
tae,1.0,12.0,13.0
taekwondo,2.0,2.0,4.0
taffi,2.0,1.0,3.0
taft,0.0,2.0,2.0
tag,63.0,37.0,100.0
tagalog,0.0,1.0,1.0
tagg,0.0,2.0,2.0
taggart,0.0,1.0,1.0
taglin,5.0,0.0,5.0
tagor,0.0,4.0,4.0
tahiti,0.0,5.0,5.0
tahitian,0.0,2.0,2.0
taho,0.0,1.0,1.0
taht,1.0,0.0,1.0
tai,0.0,2.0,2.0
taia,0.0,1.0,1.0
taiko,0.0,1.0,1.0
tail,21.0,19.0,40.0
tailgat,1.0,0.0,1.0
tailor,15.0,27.0,42.0
taim,1.0,1.0,2.0
tain,0.0,1.0,1.0
taint,30.0,25.0,55.0
taip,0.0,3.0,3.0
taipei,1.0,0.0,1.0
taira,0.0,1.0,1.0
taita,1.0,0.0,1.0
taiwan,5.0,1.0,6.0
taiwanes,14.0,9.0,23.0
taj,0.0,4.0,4.0
tak,3.0,6.0,9.0
taka,0.0,1.0,1.0
takahashi,0.0,1.0,1.0
takakura,0.0,1.0,1.0
takashi,10.0,6.0,16.0
take,6012.0,6538.0,12550.0
takechi,2.0,1.0,3.0
takedown,0.0,1.0,1.0
takei,0.0,1.0,1.0
takeiuchi,0.0,1.0,1.0
takeko,2.0,0.0,2.0
taken,948.0,1060.0,2008.0
takenaka,0.0,1.0,1.0
takeoff,2.0,1.0,3.0
taker,0.0,2.0,2.0
takeshi,0.0,4.0,4.0
taki,0.0,1.0,1.0
takia,1.0,0.0,1.0
takin,3.0,0.0,3.0
tal,0.0,4.0,4.0
talbert,1.0,2.0,3.0
talbot,7.0,6.0,13.0
tale,52.0,99.0,151.0
talen,1.0,0.0,1.0
talent,590.0,639.0,1229.0
talentl,1.0,0.0,1.0
talentless,28.0,1.0,29.0
talentwis,1.0,0.0,1.0
talespin,0.0,5.0,5.0
talgat,1.0,0.0,1.0
tali,1.0,0.0,1.0
talia,1.0,7.0,8.0
taliban,2.0,6.0,8.0
talisman,6.0,0.0,6.0
talk,1830.0,1394.0,3224.0
talkat,16.0,14.0,30.0
talkd,0.0,1.0,1.0
talki,43.0,27.0,70.0
talkier,0.0,1.0,1.0
talkiest,1.0,1.0,2.0
talkin,2.0,1.0,3.0
talkshow,0.0,1.0,1.0
tall,109.0,102.0,211.0
talladega,1.0,0.0,1.0
talledega,1.0,0.0,1.0
taller,7.0,3.0,10.0
tallest,2.0,1.0,3.0
talli,4.0,3.0,7.0
talliban,1.0,0.0,1.0
tallien,0.0,2.0,2.0
tallinn,0.0,1.0,1.0
talmud,1.0,0.0,1.0
talo,0.0,7.0,7.0
